
timestamp(ms),ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps),roll(deg),pitch(deg)
114794,6.278,1.122,15.586,-0.078,0.056,0.042,4.12,-21.89
115045,6.312,1.126,15.584,-0.082,0.046,0.050,4.13,-22.00
115295,6.294,1.118,15.562,-0.088,0.034,0.054,4.11,-21.97
115545,6.314,1.114,15.566,-0.074,0.064,0.048,4.09,-22.03
115795,6.296,1.116,15.566,-0.082,0.040,0.050,4.10,-21.97
116045,6.298,1.116,15.558,-0.090,0.024,0.058,4.10,-21.99
116295,6.298,1.106,15.570,-0.096,0.030,0.056,4.06,-21.97
116545,6.288,1.118,15.584,-0.094,0.020,0.060,4.10,-21.92
116795,6.268,1.112,15.572,-0.094,0.026,0.056,4.08,-21.88
117046,6.306,1.110,15.560,-0.082,0.054,0.046,4.08,-22.01
117296,6.286,1.114,15.584,-0.098,0.010,0.058,4.09,-21.92
117546,6.296,1.114,15.574,-0.084,0.040,0.056,4.09,-21.96
117796,6.298,1.126,15.586,-0.092,0.028,0.050,4.13,-21.95
118046,6.278,1.120,15.574,-0.092,0.030,0.056,4.11,-21.90
118296,6.302,1.112,15.588,-0.076,0.054,0.046,4.08,-21.96
118546,6.314,1.116,15.580,-0.088,0.032,0.058,4.10,-22.01
118796,6.292,1.126,15.562,-0.084,0.040,0.054,4.14,-21.96
119047,6.296,1.120,15.564,-0.092,0.026,0.054,4.12,-21.97
119297,6.268,1.116,15.576,-0.086,0.044,0.056,4.10,-21.87
119547,6.280,1.140,15.578,-0.080,0.052,0.046,4.19,-21.90
119797,6.280,1.118,15.558,-0.084,0.028,0.058,4.11,-21.93
120047,6.276,1.112,15.588,-0.088,0.038,0.060,4.08,-21.88
120297,6.312,1.072,15.586,-0.080,0.052,0.052,3.93,-22.00
120547,6.286,1.118,15.564,-0.088,0.032,0.052,4.11,-21.94
120797,6.270,1.122,15.572,-0.090,0.030,0.054,4.12,-21.88
121048,6.304,1.094,15.562,-0.082,0.046,0.046,4.02,-22.00
121298,6.194,1.124,15.714,-0.144,-0.084,0.078,4.09,-21.46
121548,6.280,1.114,15.572,-0.062,0.090,0.048,4.09,-21.91
121798,6.282,1.124,15.562,-0.094,0.028,0.056,4.13,-21.93
122048,6.278,1.094,15.552,-0.076,0.070,0.048,4.02,-21.93
122298,6.226,1.130,15.518,-0.042,0.122,0.030,4.16,-21.81
122548,6.334,1.102,15.580,-0.146,-0.120,0.106,4.05,-22.07
122798,6.286,1.128,15.572,-0.088,0.020,0.062,4.14,-21.93
123049,6.330,1.088,15.580,-0.086,0.026,0.060,3.99,-22.06
123299,6.286,1.120,15.540,-0.084,0.044,0.052,4.12,-21.97
123549,6.300,1.138,15.572,-0.066,0.068,0.052,4.18,-21.97
123799,6.274,1.100,15.596,-0.088,0.040,0.050,4.03,-21.86
124049,6.244,1.242,15.576,-0.090,0.024,0.058,4.56,-21.78
124299,6.292,1.122,15.558,-0.110,-0.040,0.064,4.12,-21.97
124549,6.230,1.162,15.578,-0.106,-0.004,0.062,4.27,-21.74
124799,6.296,1.114,15.564,-0.064,0.096,0.042,4.09,-21.97
125050,6.378,1.096,15.552,-0.022,0.254,-0.032,4.03,-22.25
125300,6.426,1.028,15.584,-0.104,-0.026,0.080,3.77,-22.36
125550,6.292,1.088,15.584,-0.076,0.068,0.058,3.99,-21.94
125800,6.280,1.102,15.574,-0.084,0.036,0.052,4.05,-21.91
126050,6.312,1.098,15.574,-0.084,0.038,0.048,4.03,-22.01
126300,6.304,1.088,15.584,-0.092,0.026,0.046,3.99,-21.98
126550,6.282,1.116,15.562,-0.088,0.044,0.052,4.10,-21.93
126800,6.290,1.108,15.568,-0.076,0.048,0.056,4.07,-21.95
127051,6.292,1.104,15.566,-0.082,0.052,0.054,4.06,-21.96
127301,6.272,1.118,15.572,-0.074,0.066,0.046,4.11,-21.89
127551,6.294,1.098,15.568,-0.090,0.022,0.064,4.03,-21.96
127801,6.304,1.108,15.570,-0.082,0.028,0.056,4.07,-21.99
128051,6.300,1.114,15.570,-0.082,0.044,0.052,4.09,-21.98
128301,6.284,1.116,15.570,-0.084,0.038,0.060,4.10,-21.93
128551,6.286,1.124,15.574,-0.092,0.020,0.050,4.13,-21.93
128801,6.414,1.108,15.526,-0.068,0.080,0.036,4.08,-22.39
129052,6.322,1.094,15.564,-0.072,0.072,0.048,4.02,-22.06
129302,6.278,1.180,15.544,-0.108,-0.038,0.080,4.34,-21.94
129552,6.294,1.144,15.556,-0.108,0.000,0.058,4.21,-21.97
129802,6.328,1.104,15.550,-0.080,0.050,0.052,4.06,-22.09
130052,6.276,1.118,15.554,-0.044,0.154,0.020,4.11,-21.92
130302,6.304,1.086,15.594,-0.088,0.018,0.058,3.98,-21.96
130552,6.318,1.120,15.554,-0.090,0.036,0.050,4.12,-22.06
130802,6.306,1.148,15.558,-0.074,0.062,0.054,4.22,-22.01
131053,6.312,1.090,15.576,-0.086,0.046,0.050,4.00,-22.01
131303,6.262,1.102,15.562,-0.072,0.070,0.044,4.05,-21.87
131553,6.298,1.108,15.560,-0.092,0.024,0.056,4.07,-21.99
131803,6.328,1.094,15.578,-0.076,0.066,0.054,4.02,-22.06
132053,6.308,1.082,15.574,-0.108,-0.010,0.060,3.97,-22.00
132303,6.278,1.120,15.570,-0.094,0.014,0.068,4.11,-21.91
132553,6.290,1.132,15.552,-0.090,0.014,0.058,4.16,-21.97
132803,6.294,1.132,15.552,-0.076,0.052,0.048,4.16,-21.98
133054,6.282,1.122,15.560,-0.082,0.032,0.056,4.12,-21.93
133304,6.266,1.080,15.600,-0.090,0.024,0.050,3.96,-21.84
133554,6.394,1.084,15.542,-0.098,-0.022,0.060,3.99,-22.31
133804,6.282,1.118,15.530,-0.094,0.018,0.062,4.12,-21.97
134054,6.240,1.108,15.578,-0.082,0.050,0.048,4.07,-21.78
134304,6.286,1.120,15.592,-0.082,0.036,0.056,4.11,-21.91
134554,6.306,1.122,15.526,-0.086,0.040,0.040,4.13,-22.05
134804,6.280,1.132,15.574,-0.090,0.034,0.050,4.16,-21.91
135055,6.226,1.136,15.546,-0.078,0.060,0.046,4.18,-21.77
135305,6.308,1.112,15.544,-0.076,0.062,0.046,4.09,-22.04
135555,6.302,1.120,15.560,-0.090,0.048,0.056,4.12,-22.00
135805,6.254,1.114,15.576,-0.090,0.022,0.062,4.09,-21.83
136055,6.292,1.102,15.562,-0.082,0.054,0.050,4.05,-21.96
136305,6.314,1.116,15.552,-0.076,0.058,0.046,4.10,-22.05
136555,6.296,1.098,15.572,-0.084,0.046,0.052,4.03,-21.96
136805,6.286,1.124,15.554,-0.082,0.046,0.054,4.13,-21.95
137056,6.292,1.100,15.548,-0.088,0.042,0.046,4.05,-21.98
137306,6.236,1.182,15.574,-0.090,0.022,0.048,4.34,-21.76
137556,6.280,1.120,15.580,-0.084,0.046,0.050,4.11,-21.90
137806,6.306,1.144,15.582,-0.082,0.084,0.052,4.20,-21.98
138056,6.314,1.110,15.552,-0.078,0.058,0.056,4.08,-22.05
138306,6.298,1.138,15.558,-0.092,0.020,0.060,4.18,-21.99
138556,6.286,1.118,15.550,-0.090,0.032,0.062,4.11,-21.96
138806,6.292,1.130,15.564,-0.076,0.062,0.050,4.15,-21.96
139057,6.316,1.090,15.564,-0.084,0.032,0.056,4.01,-22.04
139307,6.294,1.120,15.562,-0.096,0.018,0.062,4.12,-21.97
139557,6.292,1.096,15.582,-0.098,0.010,0.060,4.02,-21.94
139807,6.276,1.122,15.576,-0.090,0.026,0.066,4.12,-21.89
140057,6.266,1.118,15.570,-0.072,0.060,0.052,4.11,-21.87
140307,6.258,1.128,15.566,-0.086,0.036,0.056,4.14,-21.85
140557,6.276,1.118,15.558,-0.094,0.028,0.058,4.11,-21.92
140807,6.296,1.128,15.556,-0.084,0.034,0.054,4.15,-21.98
141058,6.284,1.112,15.572,-0.090,0.028,0.058,4.08,-21.93
141308,6.306,1.110,15.572,-0.086,0.036,0.046,4.08,-22.00
141558,6.298,1.112,15.554,-0.080,0.056,0.050,4.09,-21.99
141808,6.292,1.136,15.552,-0.086,0.048,0.046,4.18,-21.97
142058,6.294,1.126,15.544,-0.078,0.042,0.050,4.14,-21.99
142308,6.298,1.132,15.556,-0.094,0.032,0.046,4.16,-21.99
142558,6.310,1.096,15.566,-0.076,0.050,0.044,4.03,-22.02
142808,6.292,1.116,15.582,-0.096,0.018,0.058,4.10,-21.94
143059,6.272,1.106,15.560,-0.074,0.066,0.050,4.07,-21.90
143309,6.280,1.108,15.584,-0.094,0.024,0.056,4.07,-21.90
143559,6.276,1.114,15.584,-0.072,0.072,0.052,4.09,-21.89
143809,6.316,1.122,15.580,-0.066,0.070,0.048,4.12,-22.02
144059,6.308,1.112,15.566,-0.090,0.028,0.054,4.09,-22.01
144309,6.268,1.112,15.584,-0.098,0.018,0.058,4.08,-21.86
144559,6.268,1.158,15.568,-0.112,-0.054,0.078,4.25,-21.88
144809,6.328,1.018,15.616,-0.100,0.090,0.010,3.73,-22.02
145060,6.238,1.168,15.548,-0.052,0.130,0.028,4.30,-21.81
145310,6.330,1.086,15.576,-0.096,0.018,0.056,3.99,-22.07
145560,6.320,1.106,15.554,-0.084,0.040,0.052,4.07,-22.06
145810,6.280,1.122,15.554,-0.086,0.032,0.050,4.13,-21.94
146060,6.292,1.110,15.568,-0.086,0.040,0.054,4.08,-21.96
146310,6.274,1.114,15.576,-0.088,0.030,0.056,4.09,-21.89
146560,6.286,1.100,15.574,-0.094,0.014,0.060,4.04,-21.93
146810,6.282,1.154,15.562,-0.086,0.042,0.052,4.24,-21.93
147061,6.288,1.122,15.562,-0.088,0.030,0.058,4.12,-21.95
147311,6.278,1.116,15.582,-0.110,-0.010,0.066,4.10,-21.89
147561,6.290,1.126,15.562,-0.084,0.052,0.050,4.14,-21.96
147811,6.292,1.118,15.564,-0.086,0.054,0.056,4.11,-21.96
148061,6.306,1.110,15.594,-0.092,0.016,0.054,4.07,-21.97
148311,6.282,1.134,15.552,-0.080,0.042,0.050,4.17,-21.94
148561,6.314,1.100,15.566,-0.090,0.040,0.054,4.04,-22.03
148811,6.274,1.134,15.568,-0.090,0.030,0.052,4.17,-21.90
149062,6.262,1.140,15.560,-0.094,0.028,0.058,4.19,-21.87
149312,6.308,1.116,15.574,-0.078,0.056,0.050,4.10,-22.00
149562,6.306,1.098,15.580,-0.084,0.044,0.056,4.03,-21.99
149812,6.308,1.108,15.570,-0.092,0.032,0.054,4.07,-22.00
150062,6.268,1.130,15.578,-0.090,0.018,0.062,4.15,-21.87
150312,6.298,1.104,15.570,-0.076,0.072,0.046,4.06,-21.97
150562,6.290,1.116,15.570,-0.086,0.036,0.058,4.10,-21.95
150812,6.290,1.130,15.560,-0.096,0.022,0.058,4.15,-21.96
151063,6.290,1.114,15.570,-0.086,0.040,0.058,4.09,-21.95
151313,6.266,1.144,15.554,-0.100,0.008,0.054,4.21,-21.89
151563,6.286,1.128,15.570,-0.090,0.026,0.060,4.14,-21.93
151813,6.290,1.106,15.586,-0.084,0.048,0.056,4.06,-21.93
152063,6.264,1.128,15.576,-0.090,0.036,0.048,4.14,-21.86
152313,6.292,1.108,15.588,-0.078,0.028,0.056,4.07,-21.93
152563,6.322,1.138,15.572,-0.084,0.050,0.052,4.18,-22.04
152813,6.308,1.094,15.582,-0.094,0.014,0.062,4.02,-21.99
153064,6.244,1.156,15.580,-0.070,0.068,0.052,4.24,-21.79
153314,6.276,1.134,15.558,-0.074,0.072,0.044,4.17,-21.92
153564,6.270,1.120,15.586,-0.092,0.038,0.054,4.11,-21.86
153814,6.268,1.108,15.586,-0.088,0.038,0.052,4.07,-21.86
154064,6.282,1.124,15.590,-0.094,0.034,0.056,4.12,-21.90
154314,6.298,1.094,15.586,-0.090,0.044,0.050,4.02,-21.95
154564,6.294,1.120,15.582,-0.086,0.028,0.060,4.11,-21.94
154814,6.310,1.104,15.570,-0.080,0.050,0.054,4.06,-22.01
155065,6.312,1.090,15.594,-0.082,0.040,0.054,4.00,-21.99
155315,6.308,1.108,15.572,-0.088,0.034,0.054,4.07,-22.00
155565,6.286,1.134,15.572,-0.076,0.056,0.050,4.17,-21.93
155815,6.290,1.124,15.556,-0.088,0.040,0.048,4.13,-21.96
156065,6.280,1.108,15.572,-0.082,0.044,0.052,4.07,-21.91
156315,6.374,1.100,15.550,-0.100,-0.010,0.064,4.05,-22.24
156565,6.246,1.090,15.580,-0.078,0.066,0.050,4.00,-21.80
156815,6.392,1.076,15.552,-0.048,0.122,0.032,3.96,-22.30
157066,6.264,1.166,15.574,-0.084,0.056,0.046,4.28,-21.86
157316,6.326,1.102,15.566,-0.084,0.042,0.052,4.05,-22.07
157566,6.274,1.126,15.578,-0.070,0.100,0.038,4.13,-21.89
157816,6.290,1.098,15.574,-0.066,0.078,0.048,4.03,-21.94
158066,6.260,1.134,15.570,-0.078,0.050,0.058,4.17,-21.85
158316,6.290,1.132,15.556,-0.092,0.040,0.048,4.16,-21.96
158566,6.308,1.116,15.580,-0.090,0.028,0.058,4.10,-21.99
158816,6.256,1.122,15.572,-0.096,0.006,0.060,4.12,-21.84
159067,6.302,1.122,15.568,-0.082,0.036,0.054,4.12,-21.99
159317,6.280,1.106,15.558,-0.070,0.088,0.046,4.07,-21.93
159567,6.324,1.078,15.576,-0.092,0.018,0.060,3.96,-22.05
159817,6.304,1.136,15.542,-0.064,0.094,0.034,4.18,-22.02
160067,6.302,1.112,15.556,-0.088,0.034,0.058,4.09,-22.00
160317,6.312,1.126,15.580,-0.090,0.020,0.046,4.13,-22.00
160567,6.254,1.136,15.560,-0.078,0.052,0.042,4.18,-21.84
160817,6.274,1.120,15.572,-0.086,0.026,0.060,4.11,-21.89
161068,6.306,1.098,15.566,-0.106,-0.012,0.062,4.03,-22.00
161318,6.264,1.112,15.564,-0.108,-0.014,0.070,4.09,-21.87
161568,6.248,1.168,15.560,-0.112,-0.016,0.074,4.29,-21.82
161818,6.306,1.122,15.590,-0.084,0.030,0.056,4.12,-21.97
162068,6.284,1.126,15.568,-0.092,0.022,0.060,4.14,-21.93
162318,6.364,1.066,15.584,-0.106,-0.004,0.064,3.91,-22.17
162568,6.310,1.158,15.572,-0.066,0.074,0.048,4.25,-22.00
162818,6.376,1.020,15.572,-0.086,0.046,0.042,3.75,-22.22
163069,6.242,1.154,15.564,-0.106,-0.008,0.072,4.24,-21.80
163319,6.208,1.144,15.580,-0.048,0.136,0.030,4.20,-21.67
163569,6.232,1.134,15.560,-0.060,0.114,0.028,4.17,-21.77
163819,6.290,1.118,15.598,-0.128,-0.068,0.080,4.10,-21.91
164069,6.304,1.072,15.574,-0.076,0.058,0.048,3.94,-21.99
164319,6.300,1.116,15.576,-0.096,0.022,0.060,4.10,-21.97
164569,6.286,1.126,15.562,-0.066,0.078,0.048,4.14,-21.94
164819,6.276,1.120,15.572,-0.088,0.042,0.052,4.11,-21.90
165070,6.318,1.134,15.574,-0.090,0.038,0.054,4.16,-22.03
165320,6.324,1.082,15.566,-0.072,0.072,0.056,3.98,-22.06
165570,6.344,1.100,15.568,-0.068,0.098,0.040,4.04,-22.12
165820,6.222,1.144,15.576,-0.056,0.114,0.036,4.20,-21.72
166070,6.284,1.150,15.562,-0.086,0.022,0.066,4.23,-21.93
166320,6.324,1.102,15.580,-0.052,0.120,0.028,4.05,-22.04
166570,6.272,1.130,15.576,-0.080,0.060,0.048,4.15,-21.88
166820,6.268,1.120,15.578,-0.092,0.020,0.058,4.11,-21.87
167071,6.312,1.108,15.564,-0.074,0.058,0.044,4.07,-22.02
167321,6.282,1.098,15.568,-0.076,0.060,0.050,4.03,-21.93
167571,6.296,1.172,15.578,-0.064,0.102,0.038,4.30,-21.95
167821,6.244,1.168,15.562,-0.068,0.094,0.036,4.29,-21.81
168071,6.280,1.096,15.584,-0.082,0.058,0.044,4.02,-21.90
168321,6.306,1.138,15.566,-0.086,0.034,0.056,4.18,-22.00
168571,6.266,1.134,15.606,-0.100,-0.002,0.062,4.16,-21.82
168821,6.256,1.136,15.558,-0.118,-0.032,0.078,4.18,-21.85
169072,6.246,1.088,15.568,-0.130,-0.076,0.080,4.00,-21.81
169322,6.338,1.098,15.562,-0.064,0.078,0.048,4.04,-22.11
169572,6.272,1.104,15.562,-0.054,0.108,0.032,4.06,-21.90
169822,6.270,1.132,15.578,-0.084,0.034,0.064,4.16,-21.87
170072,6.286,1.118,15.588,-0.082,0.046,0.060,4.10,-21.91
170322,6.272,1.136,15.582,-0.086,0.042,0.050,4.17,-21.87
170572,6.290,1.102,15.580,-0.090,0.038,0.058,4.05,-21.94
170822,6.298,1.102,15.588,-0.094,0.030,0.058,4.04,-21.95
171073,6.290,1.096,15.556,-0.080,0.038,0.056,4.03,-21.97
171323,6.266,1.134,15.600,-0.100,0.004,0.052,4.16,-21.83
171573,6.284,1.156,15.560,-0.072,0.066,0.040,4.25,-21.94
171823,6.282,1.116,15.578,-0.096,0.010,0.056,4.10,-21.91
172073,6.398,1.160,15.516,-0.094,0.056,0.050,4.28,-22.35
172323,6.300,1.132,15.562,-0.072,0.094,0.042,4.16,-21.99
172573,6.338,1.112,15.546,-0.036,0.146,0.030,4.09,-22.13
172823,6.310,1.108,15.606,-0.050,0.116,0.042,4.06,-21.97
173074,6.242,1.116,15.612,-0.104,-0.002,0.058,4.09,-21.74
173324,6.292,1.132,15.556,-0.084,0.032,0.054,4.16,-21.97
173574,6.298,1.090,15.556,-0.102,0.008,0.060,4.01,-21.99
173824,6.290,1.116,15.598,-0.080,0.038,0.052,4.09,-21.91
174074,6.304,1.084,15.582,-0.096,0.028,0.058,3.98,-21.98
174324,6.106,1.156,15.592,-0.130,-0.054,0.080,4.24,-21.33
174574,6.296,1.112,15.538,-0.070,0.082,0.032,4.09,-22.01
174824,6.302,1.090,15.576,-0.078,0.052,0.052,4.00,-21.98
175075,6.306,1.110,15.564,-0.076,0.060,0.046,4.08,-22.01
175325,6.256,1.154,15.572,-0.082,0.038,0.050,4.24,-21.83
175575,6.300,1.148,15.576,-0.086,0.044,0.048,4.22,-21.97
175825,6.262,1.140,15.558,-0.092,0.024,0.052,4.19,-21.87
176075,6.290,1.100,15.604,-0.092,0.022,0.052,4.03,-21.91
176325,6.258,1.114,15.574,-0.084,0.032,0.062,4.09,-21.84
176575,6.286,1.134,15.566,-0.080,0.056,0.054,4.17,-21.94
176825,6.280,1.102,15.584,-0.092,0.026,0.058,4.04,-21.90
177076,6.274,1.150,15.576,-0.076,0.054,0.050,4.22,-21.89
177326,6.300,1.128,15.584,-0.080,0.052,0.056,4.14,-21.96
177576,6.288,1.148,15.560,-0.100,0.012,0.056,4.22,-21.95
177826,6.288,1.138,15.566,-0.092,0.038,0.048,4.18,-21.94
178076,6.286,1.136,15.568,-0.078,0.042,0.056,4.17,-21.93
178326,6.284,1.114,15.582,-0.090,0.026,0.052,4.09,-21.91
178576,6.310,1.128,15.564,-0.090,0.044,0.056,4.15,-22.02
178826,6.296,1.102,15.568,-0.070,0.090,0.040,4.05,-21.97
179077,6.302,1.118,15.576,-0.084,0.048,0.054,4.11,-21.98
179327,6.294,1.114,15.574,-0.094,0.024,0.062,4.09,-21.95
179577,6.260,1.118,15.586,-0.088,0.024,0.050,4.10,-21.83
179827,6.258,1.106,15.578,-0.100,0.012,0.064,4.06,-21.84
180077,6.280,1.118,15.588,-0.094,0.028,0.050,4.10,-21.89
180327,6.282,1.142,15.584,-0.078,0.056,0.050,4.19,-21.90
180577,6.268,1.114,15.586,-0.082,0.060,0.052,4.09,-21.86
180827,6.242,1.144,15.556,-0.110,-0.032,0.070,4.21,-21.81
181078,6.278,1.144,15.566,-0.090,0.028,0.052,4.20,-21.91
181328,6.284,1.124,15.568,-0.088,0.026,0.058,4.13,-21.93
181578,6.260,1.124,15.566,-0.080,0.066,0.046,4.13,-21.86
181828,6.306,1.116,15.590,-0.084,0.042,0.054,4.09,-21.97
182078,6.288,1.100,15.592,-0.098,0.020,0.058,4.04,-21.91
182328,6.264,1.102,15.580,-0.104,-0.002,0.064,4.05,-21.85
182578,6.290,1.094,15.582,-0.080,0.036,0.050,4.02,-21.93
182828,6.296,1.098,15.590,-0.084,0.028,0.054,4.03,-21.94
183079,6.282,1.146,15.550,-0.092,0.016,0.052,4.21,-21.94
183329,6.306,1.132,15.584,-0.106,-0.014,0.060,4.15,-21.98
183579,6.300,1.122,15.580,-0.070,0.076,0.048,4.12,-21.97
183829,6.288,1.098,15.576,-0.096,0.020,0.062,4.03,-21.93
184079,6.288,1.124,15.576,-0.078,0.056,0.052,4.13,-21.93
184329,6.312,1.106,15.558,-0.088,0.040,0.054,4.07,-22.03
184579,6.288,1.134,15.570,-0.080,0.054,0.052,4.17,-21.94
184829,6.272,1.112,15.576,-0.082,0.034,0.054,4.08,-21.88
185080,6.260,1.116,15.594,-0.090,0.042,0.054,4.09,-21.82
185330,6.292,1.090,15.562,-0.080,0.040,0.046,4.01,-21.97
185580,6.290,1.126,15.556,-0.084,0.038,0.052,4.14,-21.96
185830,6.268,1.122,15.562,-0.088,0.036,0.052,4.12,-21.89
186080,6.282,1.128,15.572,-0.076,0.054,0.054,4.14,-21.92
186330,6.262,1.122,15.560,-0.082,0.054,0.046,4.12,-21.87
186580,6.298,1.118,15.580,-0.090,0.038,0.060,4.10,-21.96
186830,6.270,1.112,15.586,-0.080,0.044,0.048,4.08,-21.86
187081,6.312,1.072,15.592,-0.084,0.054,0.054,3.93,-21.99
187331,6.268,1.120,15.582,-0.072,0.074,0.044,4.11,-21.86
187581,6.312,1.108,15.578,-0.090,0.040,0.050,4.07,-22.01
187831,6.276,1.116,15.592,-0.076,0.054,0.048,4.09,-21.87
188081,6.284,1.154,15.582,-0.072,0.058,0.052,4.24,-21.91
188331,6.288,1.124,15.582,-0.080,0.034,0.046,4.13,-21.92
188581,6.252,1.128,15.556,-0.088,0.028,0.054,4.15,-21.84
188831,6.274,1.122,15.584,-0.100,0.002,0.064,4.12,-21.88
189082,6.254,1.106,15.580,-0.076,0.078,0.038,4.06,-21.82
189332,6.264,1.124,15.578,-0.078,0.044,0.064,4.13,-21.85
189582,6.296,1.108,15.576,-0.074,0.070,0.046,4.07,-21.96
189832,6.274,1.122,15.592,-0.066,0.100,0.040,4.12,-21.87
190082,6.284,1.114,15.582,-0.086,0.026,0.052,4.09,-21.91
190332,6.292,1.092,15.588,-0.088,0.018,0.058,4.01,-21.93
190582,6.288,1.114,15.578,-0.060,0.102,0.038,4.09,-21.93
190832,6.288,1.106,15.588,-0.098,0.014,0.056,4.06,-21.92
191083,6.286,1.126,15.570,-0.090,0.044,0.052,4.14,-21.93
191333,6.192,1.150,15.590,-0.092,0.032,0.058,4.22,-21.61
191583,6.260,1.114,15.600,-0.118,-0.038,0.068,4.08,-21.81
191833,6.302,1.108,15.604,-0.082,0.042,0.048,4.06,-21.94
192083,6.288,1.060,15.602,-0.102,-0.010,0.056,3.89,-21.90
192333,6.286,1.122,15.570,-0.094,0.026,0.056,4.12,-21.93
192583,6.304,1.100,15.612,-0.084,0.012,0.054,4.03,-21.94
192833,6.306,1.124,15.570,-0.104,-0.016,0.062,4.13,-22.00
193084,6.292,1.114,15.592,-0.100,0.006,0.056,4.09,-21.93
193334,6.336,1.122,15.530,-0.098,-0.010,0.068,4.13,-22.14
193584,6.280,1.114,15.580,-0.078,0.038,0.046,4.09,-21.90
193834,6.226,1.154,15.574,-0.094,0.028,0.058,4.24,-21.74
194084,6.270,1.150,15.560,-0.070,0.098,0.034,4.23,-21.89
194334,6.288,1.088,15.590,-0.116,-0.032,0.068,3.99,-21.92
194584,6.270,1.106,15.588,-0.118,-0.040,0.072,4.06,-21.86
194834,6.298,1.104,15.580,-0.058,0.096,0.030,4.05,-21.96
195085,6.304,1.116,15.564,-0.058,0.108,0.042,4.10,-22.00
195335,6.262,1.140,15.570,-0.084,0.054,0.048,4.19,-21.86
195585,6.248,1.104,15.586,-0.088,0.024,0.062,4.05,-21.80
195835,6.282,1.086,15.562,-0.102,0.018,0.060,3.99,-21.93
196085,6.262,1.150,15.550,-0.106,-0.038,0.068,4.23,-21.88
196335,6.226,1.142,15.550,-0.088,0.058,0.042,4.20,-21.77
196585,6.272,1.138,15.564,-0.086,0.036,0.054,4.18,-21.90
196835,6.268,1.130,15.550,-0.092,0.026,0.062,4.16,-21.90
197086,6.284,1.112,15.592,-0.090,0.024,0.056,4.08,-21.90
197336,6.240,1.122,15.568,-0.080,0.046,0.052,4.12,-21.79
197586,6.240,1.116,15.550,-0.046,0.150,0.022,4.10,-21.81
197836,6.258,1.124,15.564,-0.116,-0.024,0.056,4.13,-21.85
198086,6.198,1.164,15.566,-0.132,-0.100,0.090,4.28,-21.66
198336,6.252,1.114,15.590,-0.084,0.050,0.044,4.09,-21.80
198586,6.260,1.156,15.532,-0.114,0.032,0.026,4.26,-21.90
198836,6.366,1.074,15.562,-0.094,0.006,0.080,3.95,-22.20
199087,6.120,1.150,15.516,-0.102,0.018,0.046,4.24,-21.47
199337,6.134,1.146,15.560,-0.078,0.044,0.032,4.21,-21.46
199587,6.364,1.062,15.576,-0.106,-0.008,0.056,3.90,-22.18
199837,6.268,1.188,15.480,-0.138,-0.102,0.112,4.39,-21.99
200087,6.296,1.116,15.546,-0.106,0.000,0.064,4.11,-22.00
200337,6.200,0.976,15.664,-0.126,-0.012,0.038,3.57,-21.56
200587,6.340,1.098,15.580,-0.114,-0.042,0.074,4.03,-22.09
200837,6.282,1.092,15.572,-0.100,0.000,0.066,4.01,-21.92
201088,6.214,1.056,15.622,-0.094,-0.010,0.096,3.87,-21.65
201338,6.330,1.036,15.596,-0.082,0.044,0.056,3.80,-22.05
201588,6.422,1.096,15.574,-0.140,-0.118,0.104,4.03,-22.36
201838,6.228,1.174,15.558,-0.062,0.092,0.032,4.32,-21.76
202088,6.276,1.040,15.598,-0.068,0.074,0.046,3.81,-21.87
202338,6.290,1.128,15.570,-0.060,0.100,0.036,4.14,-21.95
202588,6.214,1.144,15.594,-0.088,0.022,0.056,4.20,-21.67
202838,6.342,1.078,15.574,-0.028,0.170,0.022,3.96,-22.11
203089,6.276,1.140,15.580,-0.092,0.022,0.058,4.18,-21.89
203339,6.172,1.092,15.598,-0.070,0.092,0.052,4.00,-21.54
203589,6.386,1.108,15.566,-0.014,0.240,0.006,4.07,-22.26
203839,6.388,1.046,15.622,-0.132,-0.134,0.076,3.83,-22.20
204089,6.184,1.152,15.588,-0.052,0.136,0.024,4.23,-21.59
204339,6.226,1.170,15.598,-0.070,0.084,0.046,4.29,-21.70
204589,6.340,1.172,15.542,-0.058,0.114,0.052,4.31,-22.14
204839,6.314,1.098,15.586,-0.046,0.130,0.026,4.03,-22.00
205090,6.348,1.008,15.658,-0.100,-0.042,0.096,3.68,-22.03
205340,6.322,1.098,15.600,-0.062,0.092,0.032,4.03,-22.01
205590,6.198,1.154,15.580,-0.092,0.032,0.048,4.24,-21.64
205840,6.350,1.090,15.628,-0.046,0.126,0.024,3.99,-22.06
206090,6.370,1.236,15.446,-0.016,0.198,0.006,4.58,-22.35
206340,6.310,1.116,15.604,-0.074,0.096,0.004,4.09,-21.97
206590,6.252,1.118,15.560,-0.004,0.256,-0.010,4.11,-21.84
206840,6.342,1.074,15.594,-0.130,-0.066,0.074,3.94,-22.08
207091,6.324,1.112,15.584,-0.124,-0.080,0.098,4.08,-22.04
207341,6.276,1.118,15.576,-0.090,0.038,0.046,4.11,-21.89
207591,6.322,1.120,15.590,-0.072,0.090,0.034,4.11,-22.02
207841,6.348,1.038,15.602,-0.084,0.032,0.062,3.81,-22.10
208091,6.284,1.098,15.584,-0.086,0.036,0.052,4.03,-21.91
208341,6.304,1.088,15.602,-0.076,0.056,0.056,3.99,-21.95
